Symbol,Name,CEO,YR,SALARY
UMH,"UMH Properties, Inc.",Samuel Landy,2018,3173343
NWE,NorthWestern Corp.,Robert Rowe,2018,3165931
NEWR,"New Relic, Inc.",Lewis Cirne,2018,3163466
ALDR,"Alder Biopharmaceuticals, Inc.",Randall Schatzman,2018,3161375
VEC,"Vectrus, Inc.",Charles Prow,2018,3157296
CNSL,"Consolidated Communications Holdings, Inc.",C. Udell,2018,3152335
CFX,Colfax Corp.,Matthew Trerotola,2018,3147927
SRI,"Stoneridge, Inc.",Jonathan DeGaynor,2018,3142035
ORI,Old Republic International Corp.,Aldo Zucaro,2018,3135291
UFCS,"United Fire Group, Inc.",Randy Ramlo,2018,3131279
BRS,"Bristow Group, Inc.",Jonathan Baliff,2018,3129629
FDS,"FactSet Research Systems, Inc.",F. Snow,2018,3129509
LXRX,"Lexicon Pharmaceuticals, Inc.",Lonnel Coats,2018,3123433
CMD,Cantel Medical Corp.,Jorgen Hansen,2018,3118619
LTS,"Ladenburg Thalmann Financial Services, Inc.",Richard Lampen,2018,3115271
EE,El Paso Electric Co.,Mary Kipp,2018,3112601
RRGB,"Red Robin Gourmet Burgers, Inc.",Denny Post,2018,3112330
CBB,"Cincinnati Bell, Inc.",Leigh Fox,2018,3110800
AVEO,"AVEO Pharmaceuticals, Inc.",Michael Bailey,2018,3110562
HUBS,"HubSpot, Inc.",Brian Halligan,2018,3108818
SEMG,SemGroup Corp.,Carlin Conner,2018,3106369
PDLB,PDL Community Bancorp,Carlos Naudon,2018,3103044
SAIA,"Saia, Inc.",Richard O'Dell,2018,3096651
TORC,"resTORbio, Inc.",Chen Schor,2018,3094901
IBP,"Installed Building Products, Inc.",Jeffrey Edwards,2018,3094271
SAFT,"Safety Insurance Group, Inc.",George Murphy,2018,3093689
APLE,"Apple Hospitality REIT, Inc.",Justin Knight,2018,3081399
INO,"Inovio Pharmaceuticals, Inc.",J. Kim,2018,3081043
TTI,"TETRA Technologies, Inc.",Stuart Brightman,2018,3079608
RGS,Regis Corp.,Hugh Sawyer,2018,3078332
KALA,"Kala Pharmaceuticals, Inc.",Mark Iwicki,2018,3072185
MMI,"Marcus & Millichap, Inc.",Hessam Nadji,2018,3070174
TTPH,"Tetraphase Pharmaceuticals, Inc.",Guy Macdonald,2018,3064342
UCBI,"United Community Banks, Inc.",H. Harton,2018,3056841
INAP,Internap Corp.,Peter Aquino,2018,3045706
CRNX,"Crinetics Pharmaceuticals, Inc.",R. Struthers,2018,3041435
CTIC,CTI BioPharma Corp.,Adam Craig,2018,3032655
NGS,"Natural Gas Services Group, Inc.",Stephen Taylor,2018,3032250
SYRS,"Syros Pharmaceuticals, Inc.",Nancy Simonian,2018,3032019
BKE,"The Buckle, Inc.",Dennis Nelson,2019,3031619
TPRE,Third Point Reinsurance Ltd.,J. Bredahl,2018,3025052
1,"TrueCar, Inc.",Victor Perry,2018,3020139
MCRB,"Seres Therapeutics, Inc.",Roger Pomerantz,2018,3018060
RDNT,"RadNet, Inc.",Howard Berger,2018,3011862
IDCC,"InterDigital, Inc.",William Merritt,2018,3009371
CRAI,"CRA International, Inc.",Paul Maleh,2018,3006723
AWR,American States Water Co.,Robert Sprowls,2018,3006037
III,"Information Services Group, Inc.",Michael Connors,2018,3003215
ONB,Old National Bancorp,Robert Jones,2018,3001617
VREX,Varex Imaging Corp.,Sunny Sanyal,2018,3001432
ERA,"Era Group, Inc.",Christopher Bradshaw,2018,3000253
SIEN,"Sientra, Inc.",Jeffrey Nugent,2018,2997871
MPAA,"Motorcar Parts of America, Inc.",Selwyn Joffe,2018,2994629
DK,"Delek US Holdings, Inc.",Ezra Yemin,2018,2993947
FFG,"FBL Financial Group, Inc.",James Brannen,2018,2985506
TNDM,"Tandem Diabetes Care, Inc.",Kim Blickenstaff,2018,2983485
CERS,Cerus Corp.,William Greenman,2018,2983442
GHC,Graham Holdings Co.,Timothy O'Shaughnessy,2018,2983209
MSCI,"MSCI, Inc.",Henry Fernandez,2018,2978454
CVIA,Covia Holdings Corp.,Campbell Jones,2018,2970220
TACO,"Del Taco Restaurants, Inc.",John Cappasola Jr.,2018,2969569
NP,"Neenah, Inc.",John O'Donnell,2018,2963120
CBU,"Community Bank System, Inc.",Mark Tryniski,2018,2962791
SSD,"Simpson Manufacturing Co., Inc.",Karen Colonias,2018,2957788
PLUS,"ePlus, Inc.",Mark Marron,2018,2953466
LOCO,"El Pollo Loco Holdings, Inc.",Bernard Acoca,2018,2952815
LPSN,"LivePerson, Inc.",Robert LoCascio,2018,2951204
HK,Halcon Resources Corp.,Floyd Wilson,2018,2946816
ADUS,Addus HomeCare Corp.,R. Allison,2018,2944699
ESTE,"Earthstone Energy, Inc.",Frank Lodzinski,2018,2941250
NANO,"Nanometrics, Inc.",Pierre-Yves Lesaicherre,2018,2936885
KIN,"Kindred Biosciences, Inc.",Richard Chin,2018,2933970
WSFS,WSFS Financial Corp.,Mark Turner,2018,2933146
GRMN,Garmin Ltd.,Clifton Pemble,2018,2932920
MCS,Marcus Corp.,Gregory Marcus,2018,2930386
SPOK,"Spok Holdings, Inc.",Vincent Kelly,2018,2929278
ETH,"Ethan Allen Interiors, Inc.",M. Kathwari,2018,2928999
OCFC,OceanFirst Financial Corp.,Christopher Maher,2018,2928584
EIGI,"Endurance International Group Holdings, Inc.",Jeffrey Fox,2018,2927030
USNA,"USANA Health Sciences, Inc.",Kevin Guest,2018,2919177
SAH,"Sonic Automotive, Inc.",B. Smith,2018,2905831
TRTX,"TPG RE Finance Trust, Inc.",Greta Guggenheim,2018,2900000
CAMP,CalAmp Corp.,Michael Burdiek,2018,2893033
BXG,Bluegreen Vacations Corp.,Shawn Pearson,2018,2880595
RNST,Renasant Corp.,Edward McGraw,2018,2875384
ALDX,"Aldeyra Therapeutics, Inc.",Todd Brady,2018,2874355
ATNI,"ATN International, Inc.",Michael Prior,2018,2872134
AVRO,"Avrobio, Inc.",Geoff MacKay,2018,2866434
VPG,"Vishay Precision Group, Inc.",Ziv Shoshani,2018,2865996
MTSC,MTS Systems Corp.,Jeffrey Graves,2018,2863436
MNOV,"MediciNova, Inc.",Yuichi Iwaki,2018,2853305
ALGT,Allegiant Travel Co.,Maurice Gallagher Jr.,2018,2850307
HBB,Hamilton Beach Brands Holding Co.,Gregory Trepp,2018,2839320
FULT,Fulton Financial Corp.,E. Wenger,2018,2836960
PRTK,"Paratek Pharmaceuticals, Inc.",Michael Bigham,2018,2833890
VCYT,"Veracyte, Inc.",Bonnie Anderson,2018,2831240
FI,Frank's International NV,Michael Kearney,2018,2828289
OXM,"Oxford Industries, Inc.",Thomas Chubb III,2019,2823368
MSA,"MSA Safety, Inc.",Nishan Vartanian,2018,2813553
FCNCA,"First Citizens BancShares, Inc. (North Carolina)",Frank Holding,2018,2808424
FIVN,"Five9, Inc.",Barry Zwarenstein,2018,2805738
OFG,OFG Bancorp,Jose Fernandez,2018,2800477
ECPG,"Encore Capital Group, Inc.",Ashish Masih,2018,2795067
LASR,"nLIGHT, Inc.",Scott Keeney,2018,2794274
SJW,SJW Group,Eric Thornburg,2018,2792237
CRR,"CARBO Ceramics, Inc.",Gary Kolstad,2018,2790182
GLT,P.H. Glatfelter Co.,Dante Parrini,2018,2789907
NLNK,NewLink Genetics Corp.,Charles Link Jr.,2018,2789489
CARA,"CARA Therapeutics, Inc.",Derek Chalmers,2018,2789046
AZZ,"AZZ, Inc.",Thomas Ferguson,2019,2782725
MANT,ManTech International Corp.,Kevin Phillips,2018,2772899
GERN,Geron Corp.,John Scarlett,2018,2772509
CYRX,"CryoPort, Inc.",Jerrell Shelton,2018,2772401
ALG,"Alamo Group, Inc.",Ronald Robinson,2018,2770809
CSU,Capital Senior Living Corp.,Lawrence Cohen,2018,2761284
WAIR,"Wesco Aircraft Holdings, Inc.",Todd Renehan,2018,2759868
SPWH,"Sportsman's Warehouse Holdings, Inc.",John Schaefer,2019,2756393
LTXB,"LegacyTexas Financial Group, Inc.",Kevin Hanigan,2018,2752281
CREE,"Cree, Inc.",Charles Swoboda,2018,2748298
ANGO,"AngioDynamics, Inc.",James Clemmer,2018,2742621
SAMG,"Silvercrest Asset Management Group, Inc.",Richard Hough III,2018,2735605
LANC,Lancaster Colony Corp.,David Ciesinski,2018,2731617
FC,Franklin Covey Co.,Robert Whitman,2018,2729608
AEGN,Aegion Corp.,Charles Gordon,2018,2726774
UBX,"Unity Biotechnology, Inc.",Keith Leonard Jr.,2018,2725275
TXMD,"TherapeuticsMD, Inc.",Robert Finizio,2018,2724577
ENPH,"Enphase Energy, Inc.",Badrinarayanan Kothandaraman,2018,2721724
ALCO,"Alico, Inc.",Remy Trafelet,2018,2714257
BCOV,"Brightcove, Inc.",Hugh Ray III,2018,2708380
FARO,"FARO Technologies, Inc.",Simon Raab,2018,2703921
CABO,"Cable One, Inc.",Julia Laulis,2018,2700030
STMP,"Stamps.com, Inc.",Kenneth McBride,2018,2697342
CDEV,"Centennial Resource Development, Inc.",Mark Papa,2018,2693240
CARG,"Cargurus, Inc.",Langley Steinert,2018,2693214
INGN,"Inogen, Inc.",Scott Wilkinson,2018,2687338
INTL,"INTL FCStone, Inc.",Sean O'Connor,2018,2681062
COHU,"Cohu, Inc.",Luis Muller,2018,2674765
PLOW,"Douglas Dynamics, Inc.",James Janik,2018,2673322
PLUG,"Plug Power, Inc.",Andrew Marsh,2018,2669350
AYI,"Acuity Brands, Inc.",Vernon Nagel,2018,2664612
MR,Montage Resources Corp.,Benjamin Hulburt,2018,2664539
CCRN,"Cross Country Healthcare, Inc.",William Grubbs,2018,2664510
RAVN,"Raven Industries, Inc.",Daniel Rykhus,2019,2664022
AMBR,"Amber Road, Inc.",James Preuninger,2018,2662573
SEB,Seaboard Corp.,Steven Bresky,2018,2662381
OVID,"Ovid Therapeutics, Inc.",Jeremy Levin,2018,2661538
RILY,"B. Riley Financial, Inc.",Bryant Riley,2018,2660105
JOUT,"Johnson Outdoors, Inc.",Helen Johnson-Leipold,2018,2659701
TWI,"Titan International, Inc.",Paul Reitz,2018,2659393
RM,Regional Management Corp.,Peter Knitzer,2018,2648692
WIRE,Encore Wire Corp. (Delaware),Daniel Jones,2018,2640378
BW,"Babcock & Wilcox Enterprises, Inc.",E. Ferland,2018,2635837
TREX,"Trex Co., Inc.",James Cline,2018,2635610
HURC,"Hurco Cos., Inc.",Michael Doar,2018,2633537
KRO,"Kronos Worldwide, Inc.",Robert Graham,2018,2631000
STAA,STAAR Surgical Co.,Caren Mason,2018,2627201
OCUL,"Ocular Therapeutix, Inc.",Antony Mattessich,2018,2626529
NODK,"NI Holdings, Inc.",Michael Alexander,2018,2626324
OII,"Oceaneering International, Inc.",Roderick Larson,2018,2625089
VRA,"Vera Bradley, Inc.",Robert Wallstrom,2019,2624825
BBSI,"Barrett Business Services, Inc.",Michael Elich,2018,2622434
SNNA,"Sienna Biopharmaceuticals, Inc.",Frederick Beddingfield III,2018,2616799
VCEL,Vericel Corp.,Dominick Colangelo,2018,2614294
NTCT,"NetScout Systems, Inc.",Anil Singhal,2018,2612997
MRSN,"Mersana Therapeutics, Inc.",Anna Protopapas,2018,2606900
ACLS,"Axcelis Technologies, Inc.",Mary Puma,2018,2606660
MNLO,"Menlo Therapeutics, Inc.",Steven Basta,2018,2605865
SFS,"Smart & Final Stores, Inc.",David Hirz,2018,2603203
LOVE,The Lovesac Co.,Shawn Nelson,2019,2601727
LXU,"LSB Industries, Inc.",Mark Behrman,2018,2600136
UNTY,"Unity Bancorp, Inc.",James Hughes,2018,2598791
HOPE,"Hope Bancorp, Inc.",Kevin Kim,2018,2592231
SPTN,SpartanNash Co.,David Staples,2018,2591401
ORBC,"ORBCOMM, Inc.",Marc Eisenberg,2018,2587599
FFBC,First Financial Bancorp (Ohio),Claude Davis,2018,2586117
CMO,Capstead Mortgage Corp.,Phillip Reinsch,2018,2585489
FLDM,Fluidigm Corp.,Stephen Linthwaite,2018,2585208
SCVL,"Shoe Carnival, Inc.",Clifton Sifford,2019,2583675
OOMA,"Ooma, Inc.",Eric Stang,2019,2581582
BPFH,"Boston Private Financial Holdings, Inc.",Anthony DeChellis,2018,2576953
DIN,"Dine Brands Global, Inc.",Stephen Joyce,2018,2570703
AGEN,"Agenus, Inc.",Garo Armen,2018,2567842
RES,"RPC, Inc.",Richard Hubbell,2018,2567520
CSLT,"Castlight Health, Inc.",John Doyle,2018,2566592
ACIA,"Acacia Communications, Inc.",Murugesan Shanmugaraj,2018,2563596
CGNX,Cognex Corp.,Robert Willett,2018,2562093
ONDK,"On Deck Capital, Inc.",Noah Breslow,2018,2557612
PRTY,"Party City Holdco, Inc.",James Harrison,2018,2544578
CBLK,"Carbon Black, Inc. (Massachusetts)",Patrick Morley,2018,2543849
KE,"Kimball Electronics, Inc.",Donald Charron,2018,2541413
TG,Tredegar Corp.,John Gottwald,2018,2535232
GTES,Gates Industrial Corp. Plc,Ivo Jurek,2018,2534402
SHLO,"Shiloh Industries, Inc.",Ramzi Hermiz,2018,2530200
NSTG,"NanoString Technologies, Inc.",R. Gray,2018,2527985
ABUS,Arbutus Biopharma Corp.,Mark Murray,2018,2527885
TBPH,"Theravance Biopharma, Inc.",Rick Winningham,2018,2522841
CWST,"Casella Waste Systems, Inc.",John Casella,2018,2522803
TRK,"Speedway Motorsports, Inc.",Marcus Smith,2018,2520055
STC,Stewart Information Services Corp.,Matthew Morris,2018,2518136
BANR,Banner Corp.,Mark Grescovich,2018,2513936
MDCA,"MDC Partners, Inc.",Scott Kauffman,2018,2510520
VRAY,"ViewRay, Inc.",Chris Raanes,2018,2509038
NATR,"Nature's Sunshine Products, Inc.",Terrence Moorehead,2018,2508734
MTCH,"Match Group, Inc.",Amanda Ginsberg,2018,2508250
RST,"Rosetta Stone, Inc.",Arthur Hass III,2018,2508000
FIBK,"First Interstate BancSystem, Inc. (Montana)",Kevin Riley,2018,2498077
DRNA,"Dicerna Pharmaceuticals, Inc.",Douglas Fambrough III,2018,2497561
HTBI,"HomeTrust Bancshares, Inc.",Dana Stonestreet,2018,2489312
PARR,"Par Pacific Holdings, Inc.",William Pate,2018,2483133
MGRC,McGrath RentCorp,Joseph Hanna,2018,2482289
DEA,"Easterly Government Properties, Inc.",William Trimble III,2018,2477867
TRST,TrustCo Bank Corp. NY,Robert McCormick,2018,2477255
BHLB,"Berkshire Hills Bancorp, Inc.",Michael Daly,2018,2475335
ZFGN,"Zafgen, Inc.",Jeffrey Hatfield,2018,2468855
BSVN,Bank7 Corp.,Thomas Travis,2018,2467623
PETQ,"PetIQ, Inc.",McCord Christensen,2018,2467440
BLBD,Blue Bird Corp.,Philip Horlock,2018,2457550
BAS,"Basic Energy Services, Inc.",Thomas Patterson,2018,2444018
CSFL,CenterState Bank Corp.,John Corbett,2018,2443374
CBIO,"Catalyst Biosciences, Inc.",Nassim Usman,2018,2442313
UTL,UNITIL Corp.,Thomas Meissner Jr.,2018,2441144
HCCI,"Heritage-Crystal Clean, Inc.",Brian Recatto,2018,2438430
EXPO,"Exponent, Inc.",Paul Johnston,2018,2433166
WDFC,WD-40 Co.,Garry Ridge,2018,2429992
FAST,Fastenal Co.,Daniel Florness,2018,2429411
OSPN,"OneSpan, Inc.",Scott Clements,2018,2427711
REPH,"Recro Pharma, Inc.",Geraldine Henwood,2018,2427434
TRMK,Trustmark Corp.,Gerard Host,2018,2422580
ACOR,"Acorda Therapeutics, Inc.",Ron Cohen,2018,2414371
AI,Arlington Asset Investment Corp.,J. Tonkel,2018,2412638
CTRL,Control4 Corp.,Martin Plaehn,2018,2408441
SAVE,"Spirit Airlines, Inc.",Robert Fornaro,2018,2405551
RMAX,"RE/MAX Holdings, Inc.",Adam Contos,2018,2405065
INSW,"International Seaways, Inc.",Lois Zabrocky,2018,2404616
NTGN,"Neon Therapeutics, Inc.",Hugh O'Dowd,2018,2404325
SRDX,"SurModics, Inc.",Gary Maharaj,2018,2402237
COLB,"Columbia Banking System, Inc.",Hadley Robbins,2018,2401986
THRM,"Gentherm, Inc.",Phillip Eyler,2018,2401825
AMOT,"Allied Motion Technologies, Inc.",Richard Warzala,2018,2399704
CWEN,"Clearway Energy, Inc.",Christopher Sotos,2018,2398180
EVC,Entravision Communications Corp.,Walter Ulloa,2018,2395308
CSV,"Carriage Services, Inc.",Melvin Payne,2018,2379270
GSHD,"Goosehead Insurance, Inc.",Mark Jones,2018,2377990
MTRX,Matrix Service Co.,John Hewitt,2018,2374985
FBIO,"Fortress Biotech, Inc.",Lindsay Rosenwald,2018,2371474
CORE,"Core-Mark Holding Co., Inc.",Scott McPherson,2018,2371227
CENT,Central Garden & Pet Co.,George Roeth,2018,2366753
LOPE,"Grand Canyon Education, Inc.",Brian Mueller,2018,2361195
OFLX,"Omega Flex, Inc.",Kevin Hoben,2018,2358503
CHEF,"The Chefs' Warehouse, Inc.",Christopher Pappas,2018,2356196
CBPX,"Continental Building Products, Inc.",James Bachmann,2018,2354915
PGC,Peapack-Gladstone Financial Corp.,Douglas Kennedy,2018,2353561
UEIC,"Universal Electronics, Inc.",Paul Arling,2018,2353020
MYRG,"MYR Group, Inc.",Richard Swartz,2018,2349643
TOWN,TowneBank,G. Aston Jr.,2018,2348528
INDB,Independent Bank Corp. (Massachusetts),Christopher Oddleifson,2018,2347885
FRAN,Francesca's Holdings Corp.,Steven Lawrence,2019,2346750
EGOV,"NIC, Inc.",Harry Herington,2018,2344812
OBNK,"Origin Bancorp, Inc.",Drake Mills,2018,2344146
ORIT,Oritani Financial Corp.,Kevin Lynch,2018,2343328
HLIT,"Harmonic, Inc.",Patrick Harshman,2018,2343074
WAFD,"Washington Federal, Inc.",Brent Beardall,2018,2339716
CASY,"Casey's General Stores, Inc.",Terry Handley,2018,2337197
UBSH,Atlantic Union Bankshares Corp.,John Asbury,2018,2332504
BGS,"B&G Foods, Inc.",Robert Cantwell,2018,2327648
PGTI,"PGT Innovations, Inc.",Jeffrey Jackson,2018,2325187
CAI,"CAI International, Inc.",Victor Garcia,2018,2323297
LL,"Lumber Liquidators Holdings, Inc.",Dennis Knowles,2018,2322693
PRNB,"Principia Biopharma, Inc.",Martin Babler,2018,2321172
IIIN,"Insteel Industries, Inc.",H. Woltz III,2018,2311859
OMN,"OMNOVA Solutions, Inc.",Anne Noonan,2018,2298778
UCTT,"Ultra Clean Holdings, Inc.",James Scholhamer,2018,2297632
UBA,"Urstadt Biddle Properties, Inc.",Willing Biddle,2018,2297403
AVD,American Vanguard Corp.,Eric Wintemute,2018,2296114
ATSG,"Air Transport Services Group, Inc.",Joseph Hete,2018,2286223
AVLR,"Avalara, Inc.",Scott McFarlane,2018,2276044
KPTI,"Karyopharm Therapeutics, Inc.",Michael Kauffman,2018,2274945
CATY,Cathay General Bancorp,Pin Tai,2018,2274424
LEAF,Leaf Group Ltd.,Sean Moriarty,2018,2268486
KOPN,Kopin Corp.,John Fan,2018,2262856
THR,"Thermon Group Holdings, Inc.",Bruce Thames,2018,2262125
MESA,"Mesa Air Group, Inc.",Jonathan Ornstein,2018,2261882
MVBF,MVB Financial Corp.,Larry Mazza,2018,2255395
TRC,Tejon Ranch Co.,Gregory Bielli,2018,2252946
FSTR,L.B. Foster Co.,Robert Bauer,2018,2252239
FFIC,Flushing Financial Corp.,John Buran,2018,2248543
HIIQ,"Health Insurance Innovations, Inc.",Gavin Southwell,2018,2238600
ALSN,"Allison Transmission Holdings, Inc.",Lawrence Dewey,2018,2234366
DMRC,Digimarc Corp.,Bruce Davis,2018,2233854
NVTA,Invitae Corp.,Sean George,2018,2233360
AOBC,American Outdoor Brands Corp.,P. Debney,2018,2228836
GEN,"Genesis Healthcare, Inc.",George Hager Jr.,2018,2227878
CRD.B,Crawford & Co.,Harsha Agadi,2018,2227383
MED,"Medifast, Inc.",Daniel Chard,2018,2218375
MAXR,"Maxar Technologies, Inc.",Howard Lance,2018,2214029
IRET,Investors Real Estate Trust,Mark Decker Jr.,2018,2211410
SREV,"ServiceSource International, Inc.",Gary Moore,2018,2210935
CDK,"CDK Global, Inc.",Brian MacDonald,2018,2206082
GNK,Genco Shipping & Trading Ltd.,John Wobensmith,2018,2201942
TPB,"Turning Point Brands, Inc.",Lawrence Wexler,2018,2200614
EMCI,"EMC Insurance Group, Inc.",Bruce Kelley,2018,2195027
PFS,"Provident Financial Services, Inc.",Christopher Martin,2018,2194752
RTEC,"Rudolph Technologies, Inc.",Michael Plisinski,2018,2191233
KAMN,Kaman Corp.,Neal Keating,2018,2190285
SENS,"Senseonics Holdings, Inc.",Timothy Goodnow,2018,2171443
MEET,"The Meet Group, Inc.",Geoffrey Cook,2018,2170519
NBTB,"NBT Bancorp, Inc.",John Watt Jr.,2018,2169099
BRKL,"Brookline Bancorp, Inc.",Paul Perrault,2018,2164595
CLUB,"Town Sports International Holdings, Inc.",Patrick Walsh,2018,2164000
TIPT,"Tiptree, Inc.",Jonathan Ilany,2018,2160054
MGPI,"MGP Ingredients, Inc.",Augustus Griffin,2018,2153228
LDL,"Lydall, Inc.",Dale Barnhart,2018,2151977
CDLX,"Cardlytics, Inc.",Scott Grimes,2018,2148965
USLM,"United States Lime & Minerals, Inc.",Timothy Byrne,2018,2139772
SPAR,"Spartan Motors, Inc.",Daryl Adams,2018,2128381
RLH,Red Lion Hotels Corp.,Gregory Mount,2018,2125989
DDD,3D Systems Corp.,Vyomesh Joshi,2018,2122615
AREX,"Approach Resources, Inc.",J. Craft,2018,2121953
RGR,"Sturm, Ruger & Co., Inc.",Christopher Killoy,2018,2118508
SYBX,"Synlogic, Inc.",Aoife Brennan,2018,2117536
CNOB,"ConnectOne Bancorp, Inc.",Frank Sorrentino III,2018,2116801
PRA,ProAssurance Corp.,William Starnes,2018,2115721
SEIC,SEI Investments Co.,Alfred West Jr.,2018,2105098
BOOT,"Boot Barn Holdings, Inc.",James Conroy,2018,2103823
CASS,"Cass Information Systems, Inc.",Eric Brunngraber,2018,2103471
NEU,NewMarket Corp.,Thomas Gottwald,2018,2102180
IBOC,International Bancshares Corp.,Dennis Nixon,2018,2101693
OLBK,"Old Line Bancshares, Inc.",James Cornelsen,2018,2100429
ZUMZ,"Zumiez, Inc.",Richard Brooks Jr.,2019,2100004
FBK,FB Financial Corp.,Christopher Holmes,2018,2099831
PETX,"Aratana Therapeutics, Inc.",Steven Peter,2018,2090344
ZEUS,"Olympic Steel, Inc.",Michael Siegal,2018,2087934
PEGI,"Pattern Energy Group, Inc.",Michael Garland,2018,2087492
FPRX,"Five Prime Therapeutics, Inc.",Aron Knickerbocker,2018,2084906
SNDX,"Syndax Pharmaceuticals, Inc.",Briggs Morrison,2018,2080513
EEX,"Emerald Expositions Events, Inc.",David Loechner,2018,2079913
NCSM,"NCS Multistage Holdings, Inc.",Robert Nipper,2018,2078542
CVNA,Carvana Co.,Ernie Garcia III,2018,2075726
UMRX,"Unum Therapeutics, Inc.",Charles Wilson,2018,2075115
BOOM,"DMC Global, Inc.",Kevin Longe,2018,2075023
IBTX,"Independent Bank Group, Inc.",David Brooks,2018,2069389
ATP,Atlantic Power Corp.,James Moore Jr.,2018,2068465
DXPE,"DXP Enterprises, Inc.",David Little,2018,2065014
BUSE,First Busey Corp.,Van Dukeman,2018,2063717
NEOG,Neogen Corp.,James Herbert,2018,2063292
CECE,CECO Environmental Corp.,Dennis Sadlowski,2018,2062753
XON,Intrexon Corp.,Randal Kirk,2018,2056450
HCKT,"The Hackett Group, Inc.",Ted Fernandez,2018,2054910
GBLI,Global Indemnity Ltd.,Cynthia Valko,2018,2053704
TCMD,"Tactile Systems Technology, Inc.",Gerald Mattys,2018,2049160
FRME,First Merchants Corp. (Indiana),Michael Rechin,2018,2046901
MBUU,"Malibu Boats, Inc.",Jack Springer,2018,2044536
NSA,National Storage Affiliates Trust,Arlen Nordhagen,2018,2040167
OPK,"OPKO Health, Inc.",Phillip Frost,2018,2036000
TTMI,"TTM Technologies, Inc.",Thomas Edman,2018,2035978
NPTN,NeoPhotonics Corp.,Timothy Jenks,2018,2033419
CALA,"Calithera Biosciences, Inc.",Susan Molineaux,2018,2033057
VSEC,VSE Corp.,Maurice Gauthier,2018,2031950
CTO,Consolidated-Tomoka Land Co.,John Albright,2018,2031912
SATS,EchoStar Corp.,Michael Dugan,2018,2026060
AGFS,"AgroFresh Solutions, Inc.",Jordi Ferre,2018,2025607
TOCA,"Tocagen, Inc.",Martin Duvall,2018,2019839
HMTV,"Hemisphere Media Group, Inc.",Alan Sokol,2018,2017672
CVGI,"Commercial Vehicle Group, Inc.",Patrick Miller,2018,2012180
CMRX,"Chimerix, Inc.",M. Berrey,2018,2003606
QES,"Quintana Energy Services, Inc.",D. Herndon,2018,2003075
TLRD,"Tailored Brands, Inc.",Dinesh Lathi,2019,2001370
ADTN,"ADTRAN, Inc.",Thomas Stanton,2018,1998293
KODK,Eastman Kodak Co.,Jeffrey Clarke,2018,1996517
TWIN,"Twin Disc, Inc.",John Batten,2018,1994028
SPNE,SeaSpine Holdings Corp.,Keith Valentine,2018,1990645
CIA,"Citizens, Inc. (Austin, Texas)",Geoffrey Kolander,2018,1990599
MGEN,"Miragen Therapeutics, Inc.",William Marshall,2018,1987005
TELL,"Tellurian, Inc.",Meg Gentle,2018,1982402
RARX,"Ra Pharmaceuticals, Inc.",Douglas Treco,2018,1978650
TRIP,"TripAdvisor, Inc.",Stephen Kaufer,2018,1972764
CVTI,"Covenant Transportation Group, Inc.",David Parker,2018,1968085
RNET,"RigNet, Inc.",Steven Pickett,2018,1966437
ECOL,"US Ecology, Inc.",Jeffrey Feeler,2018,1963355
WETF,"WisdomTree Investments, Inc.",Jonathan Steinberg,2018,1962249
WAAS,AquaVenture Holdings Ltd.,Douglas Brown,2018,1962136
CLNE,Clean Energy Fuels Corp.,Andrew Littlefair,2018,1961382
UNF,UniFirst Corp.,Steven Sintros,2018,1960950
SHEN,Shenandoah Telecommunications Co. (Virginia),Christopher French,2018,1959084
RRR,"Red Rock Resorts, Inc.",Frank Fertitta III,2018,1957906
CLAR,Clarus Corp.,Warren Kanders,2018,1957372
ALTR,"Altair Engineering, Inc.",James Scapa,2018,1953130
LBAI,"Lakeland Bancorp, Inc.",Thomas Shara,2018,1952093
DCOM,"Dime Community Bancshares, Inc.",Kenneth Mahon,2018,1949944
AAON,"AAON, Inc.",Norman Asbjornson,2018,1946466
ALRM,"Alarm.com Holdings, Inc.",Stephen Trundle,2018,1941144
UFPT,"UFP Technologies, Inc.",R. Bailly,2018,1940101
CBAY,"CymaBay Therapeutics, Inc.",Sujal Shah,2018,1938017
FOXF,Fox Factory Holding Corp.,Larry Enterline,2018,1933904
SGC,"Superior Group of Cos., Inc.",Michael Benstock,2018,1927149
CATC,Cambridge Bancorp,Denis Sheahan,2018,1925402
THFF,First Financial Corp. (Indiana),Norman Lowery,2018,1923279
ARI,"Apollo Commercial Real Estate Finance, Inc.",Stuart Rothstein,2018,1915900
GTHX,"G1 Therapeutics, Inc.",Mark Velleca,2018,1914654
MG,"MISTRAS Group, Inc.",Dennis Bertolotti,2018,1910499
UBNK,"United Financial Bancorp, Inc.",William W. Crawford IV,2018,1908261
HIFS,Hingham Institution for Savings,Robert Gaughen Jr.,2018,1894662
WSBC,"WesBanco, Inc.",Todd Clossin,2018,1894631
FLIC,The First of Long Island Corp.,Michael Vittorio,2018,1891844
NDLS,Noodles & Co.,Dave Boennighausen,2018,1870992
PGNX,"Progenics Pharmaceuticals, Inc.",Mark Baker,2018,1867410
POWL,"Powell Industries, Inc.",Brett Cope,2018,1862653
METC,"Ramaco Resources, Inc.",Michael Bauersachs,2018,1860942
PDVW,"pdvWireless, Inc.",John Pescatore,2018,1860115
GBCI,"Glacier Bancorp, Inc.",Randall Chesler,2018,1859189
VIVO,"Meridian Bioscience, Inc.",John Kenny,2018,1858606
